the_geom,Asset_ID,GI_ID,DEP_Contra,DEP_Cont_1,Row_Onsite,Project_Na,Asset_Type,Status,Asset_X_Co,Asset_Y_Co,Borough,Sewer_Type,Outfall,NYC_Waters,BBL,Secondary_,Community_,City_Counc,Assembly_D,Asset_Leng,Asset_Widt,Asset_Area,GI_Feature,Tree_Latin,Tree_Commo,Constructi,Construc_1,Program_Ar,Status_Gro
POINT (-73.99614004970465 40.74163089725715),187174,ChelseaG-1,M402-116M,1,Onsite,Chelsea Green - Construction,Multiple GI Components,Constructed,985319.62171,209472.77831,Manhattan,Combined,NCB-012,East River / Open Waters,1007950066,0,104,3,0,0,0,907.09,,,,,,External,Constructed
POINT (-73.90515831184426 40.679399462298754),117844,77c,GK26W3-03,2,ROW,EDC 26W-003 (Fresh Creek) Phase 2,ROWB,Constructed (Full Maintenance),1010555.90285,186814.20087,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3015440021,0,316,37,55,20,5,100,Type C - SW Chamber,No Tree,N/A,GK26W3-03,3,Right of Way (ROW),Constructed
POINT (-73.82250660866671 40.68752524802126),159517,GS411D,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROWGS,Constructed (Full Maintenance),1033474.69,189810.29,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4095580026,0,410,29,24,11,3.5,38.5,,No Tree,N/A,GCJA03-2A,Package-1,Right of Way (ROW),Constructed
POINT (-73.94919386956566 40.691565247940005),183054,2-IB246d,GKNC14-06,2,ROW,DDC NCB-014,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),998339.3475,191236.3956,Brooklyn,Combined,NCB-014,East River / Open Waters,3017790027,0,303,36,56,14,5,70,Standard,No Tree,N/A,GNCB14-2A,Package_3,Right of Way (ROW),Constructed
POINT (-73.8117596625466 40.68363373407501),120625,1063b,GQJA03-03,3,ROW,DDC JAM-003 Phase 3,ROWB,Constructed (Full Maintenance),1036458.2098,188398.7235,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4116100036,0,410,28,31,20,5,100,Standard,No Tree,N/A,GCJA03-3A,1,Right of Way (ROW),Constructed
POINT (-73.8547407169283 40.6968218726745),113531,IB1492B,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1024529.516,193180.85,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4088770014,0,409,32,38,18,4,72,Type A - Stone Columns,No Tree,N/A,53320022-02,3,Right of Way (ROW),Constructed
POINT (-73.90715651851556 40.68001413462405),126122,0261d,GKNC15-02,1,ROW,EDC NCB-015 (English Kills) Phase 1,ROWB,Constructed (Full Maintenance),1010001.43,187037.55,Brooklyn,Combined,NCB-015,Newtown Creek,3015350044,3015350043,316,37,55,13,4,52,Standard,Quercus palustris,Pin Oak,GKNC15-02,Phase-1-Stage-1,Right of Way (ROW),Constructed
POINT (-73.92469944462468 40.652257723938575),176645,IB4063i,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),1005144.35,176920.44,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3047030011,3047030007,317,45,58,20,6,120,Type C - SW Chamber,,,GKCI05-2A,2,Right of Way (ROW),Constructed
POINT (-73.78823849375931 40.77710068071964),185904,IB72879B,GQTI23-01,1,ROW,DDC TI-03-23 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),1042899.442,222466.4482,Queens,Combined,TI-023,East River / Open Waters,4058040018,0,407,19,0,18,4.5,81,Type C - SW Chamber,No Tree,N/A,GQTI03-23,1,Right of Way (ROW),Constructed
POINT (-73.90435409767336 40.64705505628427),175273,IB6135AA,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Concrete Top,In Construction,1010791.8315,175030.4744,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081470006,0,318,42,58,17,6,102,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.92486167493934 40.66407919237118),175852,IB2030b,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (In Guarantee),1005095.64,181227.29,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3045980044,0,317,41,58,19,5,95,Type C - SW Chamber,No Tree,N/A,GKCI05-2A,1,Right of Way (ROW),Constructed
POINT (-73.90766855057923 40.64631776948415),175093,6075A,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROWB,In Construction,1009872.351,174760.874,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081440020,0,318,42,58,17,5,85,Standard,Maackia amurensis,Amur Maackia,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-74.0143535871074 40.70178881636768),187265,Battery1,M005-117M,1,Onsite,Battery Park Reconstruction and Expansion of the Playground,Drywell,Constructed,980270.13227,194957.38412,Manhattan,Non-combined,NCM--88,East River / Open Waters,1000030001,0,101,1,0,0,0,"1,785",,,,,,External,Constructed
POINT (-73.82575702649558 40.76554678567208),142699,1208A,GQTI11-03,1,ROW,DDC TI-011,ROWB,Constructed (Full Maintenance),1032516.7021,218234.0924,Queens,Combined,TI-011,Flushing Creek,4050020042,0,407,20,40,10,4,40,Standard,No Tree,N/A,GCTI11-01,2,Right of Way (ROW),Constructed
POINT (-73.86191802719748 40.689972751575645),112915,1252E,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1022543.2265,190682.2978,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4089110010,0,409,32,38,19,5,95,Standard,Crataegus crusgalli var. inermis,Thornless Cockspur Hawthorne,53320022-02,1,Right of Way (ROW),Constructed
POINT (-73.83699768286061 40.6799265823563),95468,1123C,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROWB,Constructed (Full Maintenance),1029461,187034.07,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4095250038,4095250037,410,28,23,12,4,48,Standard,Prunus 'Okame',Okame Cherry,GCJA03-2B,Package-2,Right of Way (ROW),Constructed
POINT (-73.85259889391102 40.744010788966),154747,1085b,OGI-DESIGN-3,1,ROW,OGI Design Area 3 (BB-008),ROWB,Constructed (Full Maintenance),1025094.5,210374.19,Queens,Combined,BB-008,Flushing Bay,4020070056,0,404,21,39,10,5,50,Type A - Stone Columns,Amelanchier arborea,Downy Serviceberry,GCJAM-01,Work-Order-4,Right of Way (ROW),Constructed
POINT (-73.81046423323434 40.67967413397096),120852,1268b,GQJA03-03,3,ROW,DDC JAM-003 Phase 3,ROWB,Constructed (Full Maintenance),1036820.6164,186956.9051,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4116560040,0,410,28,31,13,4,52,Standard,Acer campestre,Field Maple,GCJA03-3A,1,Right of Way (ROW),Constructed
POINT (-73.90554912448867 40.642981270452516),174653,IB5033A,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Combination of Concrete and Grass Top,In Construction,1010461.8106,173545.9241,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081800041,0,318,46,58,20,6,120,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,1,Right of Way (ROW),In Construction
POINT (-73.88410185003619 40.68123693526046),113431,1496B,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1016395.37,187490.67,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,4088790042,0,305,37,54,13,5,65,Type C - SW Chamber,No Tree,N/A,53320022-02,3,Right of Way (ROW),Constructed
POINT (-73.943066174817 40.652828822846196),172883,IB4076H,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1000047.82707,177124.66037,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048730010,0,317,40,58,20,4.5,90,Type C - SW Chamber,No Tree,N/A,GKCI05-1A,3,Right of Way (ROW),Constructed
POINT (-73.90559841436337 40.64322600257832),183804,IB6049A,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Grass Top,In Construction,1010448.036,173635.0718,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081610001,0,318,46,58,15,4.5,67.5,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.8538720740438 40.68120584469595),114295,2311B,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1024779.876,187491.883,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4090850013,0,409,32,23,13,4,52,Type C - SW Chamber,No Tree,N/A,53320022-05,5,Right of Way (ROW),Constructed
POINT (-73.90278756146753 40.680848112354255),117787,6-1,GK26W3-03,2,ROW,EDC 26W-003 (Fresh Creek) Phase 2,ROWB,Constructed (Full Maintenance),1011212.88345,187342.70638,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3034750001,0,304,37,54,20,4.5,90,Standard,Quercus palustris,Pin Oak,GK26W3-03,3,Right of Way (ROW),Constructed
POINT (-73.97253015060674 40.69843278396859),149587,BKNY_1,GKNC14-01,GR,Onsite,Brooklyn Navy Yard,Rooftop Farm,Constructed,991867.04167,193735.55,Brooklyn,Combined,NCB-014,East River / Open Waters,3020230001,0,302,33,52,0,0,"42,670",,,,,,Incentivized,Constructed
POINT (-73.92593615106804 40.74046159919464),141544,6146D,GQBB09-01,1,ROW,DDC BB Cluster (BB-009),ROWB,Constructed (Full Maintenance),1004774.019,209055.419,Queens,Combined,BB-009,Newtown Creek,4002000058,4002000001,402,26,37,10,4,40,Standard,Zelkova serrata,Japanese Zelkova,GQBB09-01,Stage-2,Right of Way (ROW),Constructed
POINT (-73.93894334716667 40.65106720759751),183627,IB6017F,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1001192.26388,176483.62567,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048950011,0,317,40,58,20,6,120,Type C - SW Chamber,No Tree,N/A,GKCI05-1A,2,Right of Way (ROW),Constructed
POINT (-73.86654411037796 40.68932525451847),184561,IB1197A,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1021260.6704,190444.4075,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4088970022,0,409,32,0,11,5,55,Type A - Stone Columns,No Tree,N/A,53320022-02,1,Right of Way (ROW),Constructed
POINT (-73.887079251683 40.66033236877117),185270,IB2046C,GK26W4-01,1,ROW,EDC 26W-004,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1015579.38,179873.47,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,3043270024,0,305,42,0,13,5,65,Type A - Stone Columns,No Tree,N/A,53320022-04,4,Right of Way (ROW),Constructed
POINT (-73.85602061044096 40.86140934025754),181415,IB126A,GXHP07-03,2,ROW,EDC HP-007 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1024076.0482,253144.97825,Bronx,Combined,HP-007,Bronx River,2044490001,0,211,13,80,20,5,100,,No Tree,N/A,GXHP07-03,1,Right of Way (ROW),Constructed
POINT (-73.92458901144865 40.68466060688677),156945,106f,GKNC15-02,2,ROW,EDC NCB-015 (English Kills) Phase 2,ROWB,Constructed (Full Maintenance),1005164.83,188725.75,Brooklyn,Combined,NCB-015,Newtown Creek,3016680027,0,303,41,56,10,5,50,Type A - Stone Columns,Transplant,N/A,GKNC15-02,Phase-2-Stage-1,Right of Way (ROW),Constructed
POINT (-73.9265966525591 40.67791827065102),125845,0083c,GKNC15-02,1,ROW,EDC NCB-015 (English Kills) Phase 1,ROWB,Constructed (Full Maintenance),1004610.08,186268.85,Brooklyn,Combined,NCB-015,Newtown Creek,3017090025,0,303,41,56,10,4.5,45,Type A - Stone Columns,Amelanchier arborea,Downy Serviceberry,GKNC15-02,Phase-1-Stage-1,Right of Way (ROW),Constructed
POINT (-73.93922767636322 40.65220013634971),185386,IB4093G,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1001113.08082,176896.32813,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048770023,0,317,40,0,10,5,50,Standard,No Tree,N/A,GKCI05-1A,3,Right of Way (ROW),Constructed
POINT (-73.88150588730151 40.66667181569079),114479,2488A,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1017122.561,182185.149,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,4091160001,0,305,42,60,13,5,65,Type C - SW Chamber,No Tree,N/A,53320022-05,5,Right of Way (ROW),Constructed
POINT (-73.80053298685225 40.73120825667077),139867,1266A,GQTI10-03,3,ROW,DDC TI-010 Phase 3,ROWB,Constructed (Full Maintenance),1039532.44,205738.4,Queens,Combined,TI-010,Flushing Creek,4069410024,0,408,24,25,11,4,44,Standard,No Tree,N/A,GCTI10-03,Package-2,Right of Way (ROW),Constructed
POINT (-73.93371546072031 40.65477443105351),173174,IB5037C,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1002641.8981,177835.32395,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048670011,0,317,41,58,15,4,60,Type C - SW Chamber,No Tree,N/A,GKCI05-1A,2,Right of Way (ROW),Constructed
POINT (-73.9213828137152 40.65686421505212),176750,5014c,GKCI05-02,2,ROW,EDC CI005 Phase 2,ROWB,Constructed (In Guarantee),1006063.14,178599.52,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3046670001,3046670020,317,41,58,10,4,40,Standard,Zelkova serrata 'Halka',Halka Zelkova,GKCI05-2A,3,Right of Way (ROW),Constructed
POINT (-73.83202328848034 40.7285168397433),187798,IB878b,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1030806.77,204739.53,Queens,Combined,TI-010,Flushing Creek,4064930003,0,408,24,0,13,4,52,Standard,No Tree,N/A,GCTI10-4A,Package-1,Right of Way (ROW),Constructed
POINT (-73.9102554981705 40.64850858008177),185284,IB6062B,GKCI05-03,3,ROW,EDC CI005 Phase 3,ROW Infiltration Basin with Concrete Top,In Construction,1009153.645,175558.2997,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3081190001,0,318,42,0,20,6,120,Type C - SW Chamber,No Tree,N/A,GKCI05-3A,2,Right of Way (ROW),In Construction
POINT (-73.88880882321278 40.76373147645778),110935,866B,GQBB05-05,5,ROW,OGI BB-005 (GI-DCM-TOC) Phase 5,ROWB,Constructed (Full Maintenance),1015051.69987,217544.25984,Queens,Combined,BB-005,East River / Open Waters,4010430018,0,403,22,34,20,4.5,90,Type C - SW Chamber,No Tree,N/A,BB05-02-A,1,Right of Way (ROW),Constructed
POINT (-73.8977446688968 40.748388361913854),115261,099a,GQBB05-03,3,ROW,OGI BB-005 (GI-DCM-TOC) Phase 3,ROWB,Constructed (Full Maintenance),1012582.85709,211951.25205,Queens,Combined,BB-005,East River / Open Waters,4012200017,1000000000,402,26,30,13,4,52,Type C - SW Chamber,No Tree,N/A,BB05-01-A,1,Right of Way (ROW),Constructed
POINT (-73.93170909511588 40.699495182412036),119391,331b,GKNC15-02,4,ROW,EDC NCB-015 (English Kills) Phase 4,ROWB,Constructed (Full Maintenance),1003185.9,194128.8,Brooklyn,Combined,NCB-015,Newtown Creek,3031630001,0,304,34,53,20,5,100,Type A - Stone Columns,Other (See notes),N/A,GKNC15-02,Phase-4-Stage-1,Right of Way (ROW),Constructed
POINT (-73.9390498217949 40.65616714066814),184301,IB4006O,GKCI05-01,1,ROW,EDC CI005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1001161.42629,178341.65173,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3048330001,0,309,40,0,20,4,80,Type C - SW Chamber,No Tree,N/A,GKCI05-1A,3,Right of Way (ROW),Constructed
POINT (-73.83304327249125 40.77068049225467),142876,1308A,GQTI11-03,1,ROW,DDC TI-011,ROWB,Constructed (Full Maintenance),1030494.791,220100.538,Queens,Combined,TI-011,Flushing Creek,4043710008,0,407,20,40,10,5,50,Standard,Gleditsia triacanthos var. inermis,Thornless Common Honeylocust,GCTI11-02,3,Right of Way (ROW),Constructed
POINT (-73.88428340348682 40.664436990595675),100599,2140e,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROWB,Constructed (Full Maintenance),1016353.1,181369.91,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3043090001,0,305,42,60,13,5,65,Type C - SW Chamber,No Tree,N/A,53320022-04,4,Right of Way (ROW),Constructed
POINT (-73.9189997750114 40.7032832268492),119873,470d,GKNC15-02,4,ROW,EDC NCB-015 (English Kills) Phase 4,ROWB,Constructed (Full Maintenance),1006708.7,195511.9,Brooklyn,Combined,NCB-015,Newtown Creek,3032590023,0,304,37,53,11,5,55,Type A - Stone Columns,No Tree,N/A,GKNC15-02,Phase-4-Stage-1,Right of Way (ROW),Constructed
POINT (-73.89417432859052 40.68069422528916),117830,63c,GK26W3-03,2,ROW,EDC 26W-003 (Fresh Creek) Phase 2,ROWB,Constructed (Full Maintenance),1013601.91981,187289.40947,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3034880005,0,305,37,54,10,4.5,45,Standard,Other (See notes),N/A,GK26W3-03,3,Right of Way (ROW),Constructed
POINT (-73.92420744055833 40.73905318821184),141922,IB6281A,GQBB09-01,1,ROW,DDC BB Cluster (BB-009),ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1005253.51,208542.7,Queens,Combined,BB-009,Newtown Creek,4002010024,0,402,26,37,10,4.5,45,Type A - Stone Columns,No Tree,N/A,GCBB26-01,GCBB26-01,Right of Way (ROW),Constructed
POINT (-73.89633635561262 40.67762846908953),181933,IB1137c,GK26W4-01,1,ROW,EDC 26W-004,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1013003.58,186171.75,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,3036600029,0,305,37,54,13,4.5,58.5,Type A - Stone Columns,No Tree,N/A,53320022-01,1,Right of Way (ROW),Constructed
POINT (-73.99529806088444 40.61754375446917),189300,PP4001-1,GKOH15-04,4,ROW,DDC OH15 Phase 4,ROW Porous Concrete,90% Design Submitted,985555.37,164264.26,Brooklyn,Combined,OH-015,East River / Open Waters,3061710012,0,311,43,0,235,4,940,,,,GKOH15-04,1,Right of Way (ROW),
POINT (-73.82721151720827 40.690318850094535),167465,IB509AA,GQJA03-02,2,ROW,DDC JAM-003 Phase 2,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1032167.86,190825.47,Queens,Combined,JAM-003,Jamaica Bay and Tributaries,4094530016,4094530015,409,29,24,20,4.5,90,Standard,No Tree,N/A,GCJA03-2B,Package-1,Right of Way (ROW),Constructed
POINT (-73.86473659880322 40.675848498574766),175283,GS911b,GK26W5-06,3,ROW,EDC 26W-005 Phase 3,ROWGS,Constructed (Full Maintenance),1021769.52,185535.21,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3042400011,0,305,37,60,14,3.5,49,,No Tree,N/A,53320022-03,2,Right of Way (ROW),Constructed
POINT (-73.88164257115817 40.67272976905118),181488,IB1872a,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1017081.66,184392.18,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3040190133,0,305,42,54,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,53320022-04,3,Right of Way (ROW),Constructed
POINT (-73.85673595315042 40.73595337714835),123019,4234,GQBB06-01,1,ROW,DPR BB-006 Phase 1,ROWB,Constructed (Full Maintenance),1023952.93274,207436.72139,Queens,Combined,BB-006,Flushing Bay,4021060001,0,406,24,35,20,5,100,Standard,Acer rubrum 'October Glory',October Glory Red Maple,GQBB06-01,4,Right of Way (ROW),Constructed
POINT (-73.8050046948515 40.73517202247753),187922,IB1190b,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1038289.89,207179.73,Queens,Combined,TI-010,Flushing Creek,4067920600,0,408,24,0,10,4,40,Standard,No Tree,N/A,GCTI10-4B,Package-2,Right of Way (ROW),Constructed
POINT (-73.84589759813447 40.68617086928358),114508,2528B,GK26W5-05,2,ROW,EDC 26W-005 Phase 2,ROWB,Constructed (Full Maintenance),1026988.483,189304.573,Queens,Combined,26W-005,Jamaica Bay and Tributaries,4090700060,0,409,32,38,13,4.5,58.5,Standard,No Tree,N/A,53320022-05,5,Right of Way (ROW),Constructed
POINT (-73.9219300186934 40.65985974788299),133250,637A,GK26W3-03,1,ROW,EDC 26W-003 (Fresh Creek) Phase 1,ROWB,Constructed (Full Maintenance),1005910.34,179690.74,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3046490006,0,317,41,58,15,4,60,Standard,Quercus bicolor,Swamp White Oak,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.86547010056914 40.72510558887118),160305,0415A,OGI-DESIGN-2,3,ROW,OGI Design Area 2 (BB-006),ROWB,Constructed (Full Maintenance),1021538.5,203480.7,Queens,Combined,BB-006,Flushing Bay,4031170017,0,406,30,28,15,5,75,Standard,Parrotia persica,Persian Parrotia,OGI-DESIGN-2-GQBB06-03-01,Stage-1,Right of Way (ROW),Constructed
POINT (-73.8745054167019 40.723239747588565),160947,SGS371-379,OGI-DESIGN-2,3,ROW,OGI Design Area 2 (BB-006),ROWSGS,Constructed (Full Maintenance),1019035.1,202797.2,Queens,Combined,BB-006,Flushing Bay,4029690024,4029690029,405,30,39,63.5,6,381,Type A - Stone Columns,No Tree,N/A,OGI-DESIGN-2-GQBB06-03-01,Stage-1,Right of Way (ROW),Constructed
POINT (-73.91845127625912 40.65696735351031),150461,7a,GK26W3-03,3,ROW,EDC 26W-003 (Fresh Creek) Phase 3,ROWB,Constructed (Full Maintenance),1006876.49,178637.84,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3046690001,0,317,41,58,10,4,40,Standard,No Tree,N/A,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.74725998125018 40.69961952121396),103550,1001D,CSO-PLANYC,1,ROW,South East Queens Demonstration Area 1,ROWB,Constructed (Full Maintenance),1054330.2643,194267.8187,Queens,Combined,JAM-005,Jamaica Bay and Tributaries,4110490001,0,413,27,33,20,5,100,Standard,Liquidambar styraciflua,Sweetgum,,,Right of Way (ROW),Constructed
POINT (-73.97097658902358 40.69042328800715),181719,B253-01PPa,GK-P-ALBE,OS,Onsite,Albert J. Parham Playground,Porous Asphalt,Constructed,992298.79137,190817.59334,Brooklyn,Combined,NCB-014,East River / Open Waters,3020910003,0,302,35,57,0,0,"6,607",,,,GI-CONS-1,1,Public Onsite,Constructed
POINT (-73.82905168489829 40.74485250529787),147721,2053aa,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROWB,Constructed (Full Maintenance),1031618.77,210692.71,Queens,Combined,TI-010,Flushing Creek,4063740004,0,407,20,25,10,5,50,Standard,No Tree,N/A,GCTI10-4A,Package-2,Right of Way (ROW),Constructed
POINT (-73.87133333450393 40.668686110191615),135219,CYPR-36SRa,GK26W5-06-OS3,3,Onsite,Cypress Hills,Subsurface Storage,Constructed (Full Maintenance),1019943.544,182922.994,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3042920061,0,305,42,60,24.5,16,392,,,,,,Public Onsite,Constructed
POINT (-73.80245562507537 40.75815550968786),107217,1727c,GQTI10-01,1,ROW,DDC TI-010 Phase 1,ROWB,Constructed (Full Maintenance),1038977.43976,215554.91254,Queens,Combined,TI-010,Flushing Creek,4054210038,0,407,20,40,13,6,78,Type A - Stone Columns,Zelkova serrata,Japanese Zelkova,GCTI10-1A,Package-1,Right of Way (ROW),Constructed
POINT (-73.86193273188886 40.72035817942136),160386,0650C,OGI-DESIGN-2,3,ROW,OGI Design Area 2 (BB-006),ROWB,Constructed (Full Maintenance),1022521.7,201752.6,Queens,Combined,BB-006,Flushing Bay,4031340024,0,406,30,28,15,5,75,Type A - Stone Columns,Quercus palustris,Pin Oak,OGI-DESIGN-2-GQBB06-03-01,Stage-1,Right of Way (ROW),Constructed
POINT (-73.87599645968251 40.76103401928044),109873,153a,GQBB05-05,5,ROW,OGI BB-005 (GI-DCM-TOC) Phase 5,ROWB,Constructed (Full Maintenance),1018602.31459,216566.25336,Queens,Combined,BB-005,East River / Open Waters,4013900013,4013900012,403,21,34,11,4,44,Type A - Stone Columns,Platanus x acerifolia,London Planetree,BB05-02-A,1,Right of Way (ROW),Constructed
POINT (-73.9162113944909 40.65779049582828),150525,23a,GK26W3-03,3,ROW,EDC 26W-003 (Fresh Creek) Phase 3,ROWB,Constructed (Full Maintenance),1007497.68,178938.32,Brooklyn,Combined,26W-003,Jamaica Bay and Tributaries,3046940038,0,317,41,58,14,5,70,Standard,Gymnocladus dioicus,Kentucky Coffeetree,GK26W3-03,1,Right of Way (ROW),Constructed
POINT (-73.78747256409417 40.756718691244274),173746,GS1802B,GQTI10-02,2,ROW,DDC TI-010 Phase 2,ROWGS,Constructed (Full Maintenance),1043129.59,215041.15,Queens,Combined,TI-010,Flushing Creek,4055170024,4055170024,411,19,26,14,3.5,49,,No Tree,N/A,GCTI10-02,Package-3,Right of Way (ROW),Constructed
POINT (-73.81902200806141 40.74204991037384),188037,IB1684a,GQTI10-04,4,ROW,DDC TI-010 Phase 4,ROW Infiltration Basin with Grass Top,Constructed (Full Maintenance),1034400.04,209677.22,Queens,Combined,TI-010,Flushing Creek,4064230116,0,407,20,0,14,4.5,63,Standard,No Tree,N/A,GCTI10-4A,Package-2,Right of Way (ROW),Constructed
POINT (-73.78829838223528 40.74866051084902),102914,1423A,GQTI10-02,2,ROW,DDC TI-010 Phase 2,ROWB,Constructed (Full Maintenance),1042907.89726,212104.7487,Queens,Combined,TI-010,Flushing Creek,4056260063,0,411,20,25,20,4,80,Standard,Quercus palustris,Pin Oak,GCTI10-02,Package-2,Right of Way (ROW),Constructed
POINT (-73.8829790431361 40.68066233285323),182011,IB1568a,GK26W5-04,1,ROW,EDC 26W-005 Phase 1,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1016707.07,187281.74,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,3039420012,0,305,37,54,11,6,66,Standard,No Tree,N/A,53320022-01,1,Right of Way (ROW),Constructed
POINT (-73.86940309875742 40.83664687113135),97674,802B,GXHP07-03,2,ROW,EDC HP-007 Phase 2,ROWRG,Constructed (Full Maintenance),1020387.78,244117.28,Bronx,Combined,HP-007,Bronx River,2038960050,0,209,17,87,10,4,40,,No Tree,N/A,GXHP07-03,2,Right of Way (ROW),Constructed
POINT (-73.91169083476748 40.63557663138975),187250,Bildersee1,B335-116M,1,Onsite,Bildersee PG Reconstruction Phase 1,Synthetic Turf Field Storage Layer,Constructed,1008760.09622,170846.43655,Brooklyn,Combined,CI-005,Jamaica Bay and Tributaries,3080810001,0,318,46,0,0,0,"4,905",,,,,,External,Constructed
POINT (-73.88510372621064 40.76513216207913),182535,IB739A,GQBB05-05,5,ROW,OGI BB-005 (GI-DCM-TOC) Phase 5,ROW Infiltration Basin with Concrete Top,Constructed (Full Maintenance),1016077.39992,218055.8999,Queens,Combined,BB-005,East River / Open Waters,4010780001,0,403,22,35,14,5,70,Type C - SW Chamber,No Tree,N/A,BB05-02-A,1,Right of Way (ROW),Constructed
